"airport","airport_name","countryCode","date","datetime","raw_metar","visibility","wind","precipitation","freezing","dangerous","VMC_IMC","latitude","longitude"
"KPAE","SNOHOMISH COUNTY (PAINE FLD)","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KPAE 221553Z 17010KT 10SM OVC085 06/04 A3000 RMK AO2 SLP163 T00610039 20-01-22",0,0,0,0,0,0,47.907,-122.28158333333333
"KHQM","BOWERMAN","USA","20-01-22","""2020-01-22T16:34:00.000Z""","KHQM 221634Z AUTO 08011KT 10SM -RA FEW015 FEW025 OVC029 07/07 A2995 RMK AO2 P0003 T00670067 20-01-22",0,0,0,0,0,0,46.97119444444445,-123.93655555555556
"KOMK","OMAK","USA","20-01-22","""2020-01-22T16:26:00.000Z""","KOMK 221626Z AUTO 00000KT M1/4SM FZFG VV005 M07/M09 A3003 RMK AO2 T10671089 20-01-22",0,0,10,10,0,0,48.46441666666667,-119.51805555555555
"KOLM","OLYMPIA RGNL","USA","20-01-22","""2020-01-22T16:24:00.000Z""","KOLM 221624Z 18004KT 9SM -RA BKN017 OVC040 06/06 A3001 RMK AO2 P0001 T00610056 20-01-22",0,0,0,0,0,0,46.96940277777778,-122.90254444444444
"KGRF","GRAY AAF (JOINT BASE LEWIS-MCCHORD)","USA","20-01-22","""2020-01-22T16:23:00.000Z""","KGRF 221623Z AUTO 00000KT 10SM -RA FEW022 SCT045 06/06 A3001 RMK AO2 RAE02RAB23 SLP168 $ 20-01-22",0,0,0,0,0,0,47.07922222222223,-122.58077777777777
"KSKA","FAIRCHILD AFB","USA","20-01-22","""2020-01-22T15:58:00.000Z""","KSKA 221558Z 21003KT 10SM CLR M01/M01 A3000 RMK AO2A SLP183 T10111011 $ 20-01-22",0,0,0,2.5,0,0,47.61505555555556,-117.65580555555556
"KKLS","SOUTHWEST WASHINGTON RGNL","USA","20-01-22","""2020-01-22T15:56:00.000Z""","KKLS 221556Z AUTO 15010KT 10SM -RA OVC012 08/06 A3005 RMK AO2 SLP179 P0000 T00780061 20-01-22",0,0,0,0,0,0,46.118,-122.89838888888889
"KPSC","TRI-CITIES, WA","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KPSC 221553Z 13005KT 10SM BKN070 OVC090 06/01 A3008 RMK AO2 SLP189 T00610006 20-01-22",0,0,0,0,0,0,46.264694444444444,-119.11902777777777
"KMWH","GRANT CO INTL","USA","20-01-22","""2020-01-22T15:52:00.000Z""","KMWH 221552Z 01004KT 10SM CLR M01/M03 A3003 RMK AO2 SLP180 T10111033 20-01-22",0,0,0,2.5,0,0,47.20858333333334,-119.31913888888889
"KBFI","BOEING FIELD/KING COUNTRY INTL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KBFI 221553Z 16005KT 10SM -RA SCT036 OVC055 07/04 A3003 RMK AO2 RAB22 SLP167 P0000 T00720044 20-01-22",0,0,0,0,0,0,47.53,-122.30197222222222
"KTIW","TACOMA NARROWS","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KTIW 221553Z 18003KT 10SM -RA FEW006 SCT027 OVC039 06/05 A3001 RMK AO2 SLP165 P0000 T00560050 20-01-22",0,0,0,0,0,0,47.267944444444446,-122.57811111111111
"KSHN","SANDERSON FIELD","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KSHN 221553Z AUTO 14004KT 10SM -RA SCT030 OVC037 06/05 A2998 RMK AO2 SLP157 P0004 T00560050 20-01-22",0,0,0,0,0,0,47.233555555555554,-123.14755555555556
"KSFF","FELTS FIELD","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KSFF 221553Z 03004KT 10SM CLR 01/M02 A3004 RMK AO2 SLP185 T00111017 20-01-22",0,0,0,0,0,0,47.682944444444445,-117.32241666666667
"KSEA","SEATTLE-TACOMA INTL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KSEA 221553Z 18007KT 10SM -RA FEW015 OVC036 07/05 A3002 RMK AO2 RAB19 SLP172 P0001 T00670050 20-01-22",0,0,0,0,0,0,47.449888888888886,-122.31177777777778
"KRNT","RENTON MUNI","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KRNT 221553Z 00000KT 10SM -RA OVC044 07/04 A3003 RMK AO2 RAB26 SLP173 P0000 T00670044 20-01-22",0,0,0,0,0,0,47.49313888888889,-122.21575
"KPUW","PULLMAN/MOSCOW RGNL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KPUW 221553Z AUTO 00000KT 10SM CLR 01/M03 A3007 RMK AO2 SLP203 T00061028 20-01-22",0,0,0,0,0,0,46.74386111111111,-117.10958333333333
"KGEG","SPOKANE INTL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KGEG 221553Z 20007KT 10SM FEW010 SCT100 BKN230 M01/M03 A3001 RMK AO2 SLP181 T10061028 20-01-22",0,0,0,2.5,0,0,47.61902777777778,-117.53522222222222
"KUIL","QUILLAYUTE","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KUIL 221553Z AUTO 12006KT 6SM -RA BR FEW027 OVC036 07/06 A2992 RMK AO2 RAB23 SLP133 P0001 T00670056 20-01-22",0,0,0,0,0,0,47.93658333333333,-124.56263333333332
"KTCM","MCCHORD FIELD (JOINT BASE LEWIS-MCCHORD)","USA","20-01-22","""2020-01-22T16:08:00.000Z""","KTCM 221608Z AUTO 16004KT 10SM FEW028 BKN035 BKN046 06/06 A3002 RMK AO2 RAE08 SLP171 $ 20-01-22",0,0,0,0,0,0,47.138975,-122.4766861111111
"KNUW","WHIDBEY ISLAND NAS /AULT FIELD/","USA","20-01-22","""2020-01-22T15:56:00.000Z""","KNUW 221556Z 13008KT 9SM FEW015 BKN021 OVC026 09/04 A3002 RMK AO2 SLP166 T00890039 $ 20-01-22",0,0,0,0,0,0,48.351841666666665,-122.65595833333334
"KEAT","PANGBORN MEMORIAL","USA","20-01-22","""2020-01-22T15:55:00.000Z""","KEAT 221555Z AUTO 10003KT 10SM OVC070 M02/M03 A3001 RMK AO2 SLP177 T10221033 20-01-22",0,0,0,2.5,0,0,47.398088888888886,-120.20573611111111
"KGRB","AUSTIN STRAUBEL INTL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KGRB 221553Z 20013KT 10SM SCT120 M03/M07 A3005 RMK AO2 SLP189 T10281072 20-01-22",0,0,0,0,0,0,44.48463888888889,-88.12972222222221
"KALW","WALLA WALLA RGNL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KALW 221553Z 15004KT 10SM OVC060 06/M01 A3008 RMK AO2 SLP192 T00561011 20-01-22",0,0,0,0,0,0,46.095197222222225,-118.28594166666666
"KYKM","YAKIMA AIR TERMINAL/MCALLISTER FIELD","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KYKM 221553Z 33003KT 6SM BR BKN070 OVC120 M01/M03 A3005 RMK AO2 SLP187 T10111028 20-01-22",0,0,0,7.5,0,0,46.56816666666667,-120.54405555555556
"KDLL","BARABOO WISCONSIN DELLS","USA","20-01-22","""2020-01-22T16:35:00.000Z""","KDLL 221635Z AUTO 19010KT 10SM OVC017 M03/M06 A3007 RMK AO2 T10351065 20-01-22",0,0,0,0,0,0,43.52202777777778,-89.77125
"KEGV","EAGLE RIVER UNION","USA","20-01-22","""2020-01-22T16:35:00.000Z""","KEGV 221635Z AUTO 22007KT 7SM OVC007 M03/M05 A2990 RMK AO2 T10351055 20-01-22",0,0,0,2.5,0,0,45.93233333333333,-89.26827777777778
"KEAU","CHIPPEWA VALLEY RGNL","USA","20-01-22","""2020-01-22T16:28:00.000Z""","KEAU 221628Z 19008KT 1SM -SN BR OVC013 00/M02 A2994 RMK AO2 P0000 T00001017 20-01-22",0,0,6.7,7.5,0,1,44.86580277777778,-91.48425277777778
"KCLI","CLINTONVILLE MUNI","USA","20-01-22","""2020-01-22T16:15:00.000Z""","KCLI 221615Z AUTO 22011KT 10SM OVC021 M02/M06 A3003 RMK AO2 T10221065 20-01-22",0,0,0,0,0,0,44.61327777777778,-88.73069722222222
"KASX","JOHN F KENNEDY MEMORIAL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KASX 221553Z AUTO 19006KT 7SM OVC012 M02/M05 A2988 RMK AO2 SLP130 T10221050 20-01-22",0,0,0,0,0,0,46.54852777777778,-90.91897222222222
"KUNU","DODGE COUNTY","USA","20-01-22","""2020-01-22T16:35:00.000Z""","KUNU 221635Z AUTO 19013G16KT 10SM CLR M04/M07 A3012 RMK AO2 T10371070 20-01-22",0,2,0,0,0,0,43.42647222222222,-88.70386111111111
"KLSE","LA CROSSE RGNL","USA","20-01-22","""2020-01-22T16:35:00.000Z""","KLSE 221635Z 16012KT 9SM UP BKN021 OVC055 M01/M05 A3002 RMK AO2 UPE1558B20SNB04E20 P0001 T10061050 20-01-22",0,0,3.3,2.5,0,0,43.879263888888886,-91.2566361111111
"KLNR","TRI-COUNTY RGNL","USA","20-01-22","""2020-01-22T15:56:00.000Z""","KLNR 221556Z AUTO 19008KT 10SM FEW024 M02/M07 A3010 RMK AO2 SLP200 T10221067 20-01-22",0,0,0,0,0,0,43.21186111111111,-90.17983333333333
"KHYR","SAWYER COUNTY","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KHYR 221553Z AUTO 20011KT 2 1/2SM BR OVC005 M02/M04 A2988 RMK AO2 SLP137 I1000 T10221039 20-01-22",0,0,0,7.5,0,1,46.02526388888889,-91.4442638888889
"KMSN","DANE COUNTY RGNL-TRUAX FIELD","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KMSN 221553Z 20013G20KT 10SM OVC180 M04/M07 A3011 RMK AO2 SLP211 T10391072 20-01-22",0,2,0,0,0,0,43.13987777777778,-89.33750277777777
"KFLD","FOND DU LAC COUNTY","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KFLD 221553Z AUTO 20010G20KT 10SM CLR M02/M07 A3009 RMK AO2 SLP201 T10221072 20-01-22",0,2,0,0,0,0,43.771175,-88.48843055555555
"KENW","KENOSHA RGNL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KENW 221553Z 22010G20KT 10SM CLR M01/M07 A3017 RMK AO2 SLP227 T10111072 20-01-22",0,2,0,0,0,0,42.59569444444445,-87.92780555555557
"KJVL","SOUTHERN WISCONSIN RGNL","USA","20-01-22","""2020-01-22T15:45:00.000Z""","KJVL 221545Z 20011KT 10SM BKN150 OVC200 M03/M06 A3015 20-01-22",0,0,0,0,0,0,42.62025,-89.04155555555555
"KRRL","MERRILL MUNI","USA","20-01-22","""2020-01-22T16:35:00.000Z""","KRRL 221635Z AUTO 21005KT 1 1/4SM -SN SCT009 SCT015 OVC021 M03/M04 A2997 RMK AO2 T10311045 TSNO 20-01-22",0,0,6.7,7.5,0,1,45.19891666666666,-89.71286111111111
"KMFI","MARSHFIELD MUNI","USA","20-01-22","""2020-01-22T16:24:00.000Z""","KMFI 221624Z AUTO 20011KT 1 3/4SM -SN BR OVC015 M02/M04 A2997 RMK AO2 P0000 T10171039 20-01-22",0,0,6.7,7.5,0,0,44.63688055555556,-90.18932777777778
"KMTW","MANITOWOC COUNTY","USA","20-01-22","""2020-01-22T15:56:00.000Z""","KMTW 221556Z AUTO 21008KT 10SM CLR 00/M06 A3009 RMK AO2 SLP198 T00001056 FZRANO 20-01-22",0,0,0,0,0,0,44.12877777777778,-87.68058333333333
"KMKE","GENERAL MITCHELL INTL","USA","20-01-22","""2020-01-22T15:52:00.000Z""","KMKE 221552Z 23017G25KT 10SM BKN200 OVC250 M01/M07 A3015 RMK AO2 PK WND 23026/1541 SLP219 T10111072 20-01-22",0,4,0,0,0,0,42.94694444444444,-87.89705555555557
"KMWC","LAWRENCE J TIMMERMAN","USA","20-01-22","""2020-01-22T15:45:00.000Z""","KMWC 221545Z 20010KT 10SM SKC M02/M08 A3014 20-01-22",0,0,0,0,0,0,43.11038888888889,-88.03441666666666
"KARV","LAKELAND/NOBLE F. LEE MEMORIAL FIELD","USA","20-01-22","""2020-01-22T16:35:00.000Z""","KARV 221635Z AUTO 22009G14KT 5SM BR OVC006 M01/M03 A2989 RMK AO2 T10151026 20-01-22",0,2,0,7.5,0,0,45.92791666666666,-89.73094444444445
"KCWA","CENTRAL WISCONSIN","USA","20-01-22","""2020-01-22T16:22:00.000Z""","KCWA 221622Z 19010KT 2SM -SN BKN018 OVC023 M03/M05 A2999 20-01-22",0,0,6.7,7.5,0,0,44.77762222222222,-89.66677777777778
"KRNH","NEW RICHMOND RGNL","USA","20-01-22","""2020-01-22T16:15:00.000Z""","KRNH 221615Z AUTO 20010KT 10SM OVC010 01/M01 A2990 RMK AO2 T00101015 20-01-22",0,0,0,2.5,0,0,45.147777777777776,-92.53916666666666
"KOEO","L O SIMENSTAD MUNI","USA","20-01-22","""2020-01-22T16:15:00.000Z""","KOEO 221615Z AUTO 17009KT 10SM OVC011 01/00 A2992 RMK AO2 T00100000 20-01-22",0,0,0,2.5,0,0,45.30934166666666,-92.69012222222223
"KOSH","WITTMAN RGNL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KOSH 221553Z 20017G25KT 8SM CLR M03/M07 A3007 RMK AO2 PK WND 20029/1504 SLP201 T10331072 20-01-22",0,4,0,0,0,0,43.98448888888889,-88.55693333333333
"KCMY","SPARTA/FORT MC COY","USA","20-01-22","""2020-01-22T16:35:00.000Z""","KCMY 221635Z AUTO 18007KT 10SM UP OVC018 M01/M04 A3004 RMK AO2 T10101045 20-01-22",0,0,3.3,2.5,0,0,43.95829166666667,-90.73793333333333
"KSTE","STEVENS POINT MUNI","USA","20-01-22","""2020-01-22T16:15:00.000Z""","KSTE 221615Z AUTO 21010G14KT 5SM UP OVC018 M03/M06 A3002 RMK AO2 T10311060 20-01-22",0,2,3.3,2.5,0,0,44.54513611111111,-89.53028333333333
"KSUE","DOOR COUNTY CHERRYLAND","USA","20-01-22","""2020-01-22T15:56:00.000Z""","KSUE 221556Z AUTO 22015G22KT 10SM BKN025 BKN100 M02/M06 A3004 RMK AO2 SLP183 T10171056 FZRANO $ 20-01-22",0,2,0,0,0,0,44.84366666666667,-87.42152777777778
"KRAC","JOHN H BATTEN","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KRAC 221553Z AUTO 22014G23KT 10SM CLR M02/M07 A3018 RMK AO2 SLP228 T10171072 20-01-22",0,2,0,0,0,0,42.76116666666667,-87.81391666666666
"KRHI","RHINELANDER-ONEIDA COUNTY","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KRHI 221553Z AUTO 24009G17KT 7SM OVC009 M04/M07 A2991 RMK AO2 SLP157 T10441067 20-01-22",0,2,0,0,0,0,45.630897222222224,-89.46662777777777
"KSBM","SHEBOYGAN COUNTY MEMORIAL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KSBM 221553Z AUTO 21016KT 10SM CLR M02/M07 A3010 RMK AO2 SLP204 T10221067 20-01-22",0,2,0,0,0,0,43.76976944444444,-87.85172222222222
"KSUW","RICHARD I BONG","USA","20-01-22","""2020-01-22T16:35:00.000Z""","KSUW 221635Z AUTO 23003KT 10SM OVC013 M02/M04 A2987 RMK AO2 T10161045 20-01-22",0,0,0,2.5,0,0,46.68968333333333,-92.09464166666666
"KETB","WEST BEND MUNI","USA","20-01-22","""2020-01-22T16:35:00.000Z""","KETB 221635Z AUTO 22010G15KT 10SM CLR M01/M06 A3012 RMK AO2 20-01-22",0,2,0,0,0,0,43.42216666666666,-88.12791666666666
"KAUW","WAUSAU DOWNTOWN","USA","20-01-22","""2020-01-22T16:31:00.000Z""","KAUW 221631Z AUTO 20010KT 1 1/2SM -SN BR BKN024 OVC031 M03/M05 A2997 RMK AO2 P0001 T10331050 20-01-22",0,0,6.7,7.5,0,0,44.92628333333333,-89.627
"KVOK","VOLK FIELD","USA","20-01-22","""2020-01-22T16:26:00.000Z""","KVOK 221626Z 20005KT 10SM SCT018 OVC032 M01/M05 A3003 RMK AO2A 20-01-22",0,0,0,0,0,0,43.93923888888889,-90.25316111111111
"KUES","WAUKESHA COUNTY","USA","20-01-22","""2020-01-22T15:45:00.000Z""","KUES 221545Z 20014KT 10SM SKC M03/M08 A3014 20-01-22",0,0,0,0,0,0,43.04102777777778,-88.23705555555556
"KLWB","GREENBRIER VALLEY","USA","20-01-22","""2020-01-22T15:55:00.000Z""","KLWB 221555Z 02004KT 10SM SKC M03/M08 A3039 20-01-22",0,0,0,0,0,0,37.85830555555556,-80.39947222222223
"KCRW","YEAGER","USA","20-01-22","""2020-01-22T15:54:00.000Z""","KCRW 221554Z 00000KT 10SM FEW250 M03/M08 A3042 RMK AO2 SLP312 T10281078 20-01-22",0,0,0,0,0,0,38.375927777777775,-81.59300277777777
"KISW","ALEXANDER FIELD SOUTH WOOD COUNTY","USA","20-01-22","""2020-01-22T15:54:00.000Z""","KISW 221554Z AUTO 20013G19KT 9SM UP FEW019 OVC065 M03/M07 A3002 RMK AO2 UPE04B53 SLP184 P0000 T10281067 20-01-22",0,2,3.3,2.5,0,0,44.360644444444446,-89.83813888888888
"KCKB","NORTH CENTRAL WEST VIRGINIA","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KCKB 221553Z 10003KT 10SM CLR M02/M08 A3041 RMK AO2 SLP309 T10221083 20-01-22",0,0,0,0,0,0,39.29765277777778,-80.22753055555556
"KMRB","EASTERN WV RGNL/SHEPHERD FFD","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KMRB 221553Z 00000KT CLR M01/ A3048 RMK AO2 SLP331 T1006 $ 20-01-22",0,0,0,0,0,0,39.40235555555555,-77.98299722222222
"KBLF","MERCER COUNTY","USA","20-01-22","""2020-01-22T15:52:00.000Z""","KBLF 221552Z AUTO 10005KT 10SM CLR M01/M12 A3034 RMK AO2 SLP306 T10111117 TSNO 20-01-22",0,0,0,0,0,0,37.29594722222222,-81.20751666666666
"KHTS","TRI-STATE/MILTON J.FERGUSON FIELD","USA","20-01-22","""2020-01-22T15:51:00.000Z""","KHTS 221551Z 11005KT 10SM CLR M02/M08 A3041 RMK AO2 SLP309 T10221078 $ 20-01-22",0,0,0,0,0,0,38.36850555555556,-82.56035833333333
"KEKN","ELKINS-RANDOLPH CO-JENNINGS RANDOLPH FLD ","USA","20-01-22","""2020-01-22T15:51:00.000Z""","KEKN 221551Z AUTO 00000KT 10SM CLR M04/M09 A3038 RMK AO2 SLP326 T10441094 $ 20-01-22",0,0,0,0,0,0,38.88944444444444,-79.85713888888888
"KBKW","RALEIGH COUNTY MEMORIAL","USA","20-01-22","""2020-01-22T15:51:00.000Z""","KBKW 221551Z AUTO 14007KT 10SM CLR 00/M12 A3035 RMK AO2 SLP319 T00001122 20-01-22",0,0,0,0,0,0,37.78733333333333,-81.12416666666665
"KAFO","AFTON MUNI","USA","20-01-22","""2020-01-22T16:15:00.000Z""","KAFO 221615Z AUTO 35005KT 10SM SCT033 OVC043 M02/M08 A3005 RMK AO2 20-01-22",0,0,0,0,0,0,42.70877777777778,-110.94216666666667
"KBPI","MILEY MEMORIAL FIELD","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KBPI 221553Z AUTO 36014G22KT 10SM CLR M06/M11 A2999 RMK AO2 WSHFT 1525 SLP197 T10561111 20-01-22",0,2,0,0,0,0,42.58222222222223,-110.10886111111111
"KBYG","JOHNSON COUNTY","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KBYG 221553Z AUTO 33024G37KT 10SM FEW080 SCT095 BKN110 01/M04 A2983 RMK AO2 PK WND 33042/1541 SLP109 T00111039 20-01-22",0,6,0,0,0,0,44.381083333333336,-106.72180555555556
"KHLG","WHEELING OHIO CO","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KHLG 221553Z 22005KT 10SM CLR M03/M10 A3041 RMK AO2 SLP319 T10281100 20-01-22",0,0,0,0,0,0,40.175,-80.64627777777778
"KMGW","MORGANTOWN MUNI-WALTER L. BILL HART FLD","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KMGW 221553Z 00000KT 10SM CLR M02/M08 A3042 RMK AO2 SLP318 T10171078 20-01-22",0,0,0,0,0,0,39.643594444444446,-79.91754444444445
"KPKB","MID-OHIO VALLEY RGNL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KPKB 221553Z 17004KT 10SM CLR M02/M08 A3044 RMK AO2 SLP319 T10221083 $ 20-01-22",0,0,0,0,0,0,39.344972222222225,-81.43930555555556
"KEVW","EVANSTON-UINTA COUNTY BURNS FIELD","USA","20-01-22","""2020-01-22T16:23:00.000Z""","KEVW 221623Z AUTO 27010KT 1/4SM +SN FZFG OVC007 M02/M03 A3005 RMK AO2 P0000 T10171028 20-01-22",0,0,10,10,0,1,41.27477777777778,-111.03463888888889
"KFEW","FRANCIS E WARREN AFB","USA","20-01-22","""2020-01-22T15:57:00.000Z""","KFEW 221557Z AUTO 31014G22KT 10SM BKN170 02/M07 A2986 RMK AO2 SLP118 T00241067 $ 20-01-22",0,2,0,0,0,0,41.1333056666667,-104.867166666667
"KCOD","YELLOWSTONE RGNL","USA","20-01-22","""2020-01-22T15:56:00.000Z""","KCOD 221556Z AUTO 21006G16KT 10SM SCT060 M01/M03 A2990 RMK AO2 UPE16SNB16E25 SLP143 P0000 T10061033 FZRANO 20-01-22",0,2,0,2.5,0,0,44.52019444444444,-109.02379722222223
"KCPR","CASPER/NATRONA COUNTY INTL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KCPR 221553Z 21021G29KT 10SM CLR 02/M06 A2983 RMK AO2 PK WND 22029/1547 SLP108 T00171061 20-01-22",0,6,0,0,0,0,42.90586111111111,-106.4636388888889
"KCYS","CHEYENNE RGNL/JERRY OLSON FIELD","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KCYS 221553Z 31017G25KT 10SM CLR 02/M07 A2984 RMK AO2 PK WND 29032/1501 SLP099 T00221067 20-01-22",0,4,0,0,0,0,41.15563888888889,-104.81047222222222
"KDGW","CONVERSE COUNTY","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KDGW 221553Z AUTO 30007KT 10SM CLR 02/M06 A2982 RMK AO2 SLP101 T00221056 20-01-22",0,0,0,0,0,0,42.79719444444444,-105.38583333333334
"KECS","MONDELL FIELD","USA","20-01-22","""2020-01-22T16:35:00.000Z""","KECS 221635Z AUTO 25004KT 10SM BKN065 BKN085 OVC110 04/00 A2981 RMK AO2 20-01-22",0,0,0,0,0,0,43.88423888888889,-104.31449722222222
"KGCC","GILLETTE-CAMPBELL COUNTY","USA","20-01-22","""2020-01-22T16:22:00.000Z""","KGCC 221622Z AUTO 31018G26KT 3SM -SN BR BKN022 OVC032 01/M01 A2985 RMK AO2 PK WND 31029/1610 P0001 T00061006 20-01-22",0,4,6.7,7.5,0,0,44.34891666666667,-105.5393611111111
"KEMM","KEMMERER MUNI","USA","20-01-22","""2020-01-22T16:15:00.000Z""","KEMM 221615Z AUTO 27018G25KT 7SM -SN CLR M02/M05 A3002 RMK AO2 20-01-22",0,4,6.7,7.5,0,0,41.824083333333334,-110.55694444444444
"KJAC","JACKSON HOLE","USA","20-01-22","""2020-01-22T15:56:00.000Z""","KJAC 221556Z 20014KT 10SM BKN028 M03/M07 A2999 RMK AO2 SNE33 SLP194 P0000 T10331072 20-01-22",0,0,0,0,0,0,43.60733333333334,-110.73775
"KGEY","SOUTH BIG HORN COUNTY","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KGEY 221553Z AUTO 25003KT 10SM SCT046 BKN055 OVC100 01/M01 A2990 RMK AO2 RAB00E03SNE00 SLP149 P0000 T00111006 20-01-22",0,0,0,2.5,0,0,44.517944444444446,-108.083
"KLAR","LARAMIE RGNL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KLAR 221553Z AUTO 27012KT 10SM BKN100 M01/M07 A2987 RMK AO2 SLP118 T10111072 20-01-22",0,0,0,0,0,0,41.31205555555555,-105.67500000000001
"KLND","HUNT FIELD","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KLND 221553Z AUTO 32005KT 10SM CLR M02/M07 A2988 RMK AO2 SLP142 T10171067 20-01-22",0,0,0,0,0,0,42.81558333333333,-108.72825
"KWRL","WORLAND MUNI","USA","20-01-22","""2020-01-22T16:30:00.000Z""","KWRL 221630Z AUTO 00000KT 3SM -SN BR SCT004 BKN008 OVC034 M01/M01 A2991 RMK AO2 P0001 T10111011 20-01-22",0,0,6.7,7.5,0,1,43.96288888888889,-107.95052777777778
"KSHR","SHERIDAN COUNTY","USA","20-01-22","""2020-01-22T16:16:00.000Z""","KSHR 221616Z AUTO 31018G24KT 9SM BKN034 BKN044 OVC070 02/M02 A2989 RMK AO2 PK WND 31031/1555 SNE12 P0000 T00171022 20-01-22",0,4,0,0,0,0,44.769194444444445,-106.98027777777779
"KSAA","SHIVELY FIELD","USA","20-01-22","""2020-01-22T16:15:00.000Z""","KSAA 221615Z AUTO 25019G27KT 10SM SCT100 M01/M04 A2997 RMK AO2 20-01-22",0,4,0,0,0,0,41.443527777777774,-106.82752777777777
"KRKS","ROCKSPRINGS-SWETWATER COUNTY","USA","20-01-22","""2020-01-22T15:54:00.000Z""","KRKS 221554Z AUTO 26022KT 10SM BKN060 BKN075 M01/M04 A2999 RMK AO2 PK WND 26029/1542 SLP181 T10111039 20-01-22",0,4,0,0,0,0,41.59422222222222,-109.06519444444444
"KRIW","RIVERTON RGNL","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KRIW 221553Z AUTO 28013KT 10SM FEW075 M02/M08 A2988 RMK AO2 SLP150 T10171078 20-01-22",0,0,0,0,0,0,43.064249999999994,-108.45983333333334
"KRWL","RAWLINS MUNI/HARVEY FIELD","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KRWL 221553Z AUTO 25016G23KT 10SM OVC010 M02/M05 A2996 RMK AO2 SLP159 T10221050 20-01-22",0,4,0,0,0,0,41.80572222222222,-107.20033333333333
"KTOR","TORRINGTON MUNI","USA","20-01-22","""2020-01-22T15:53:00.000Z""","KTOR 221553Z AUTO 30010KT 10SM CLR 04/M04 A2981 RMK AO2 SLP103 T00391044 20-01-22",0,0,0,0,0,0,42.064527777777776,-104.15269444444445
"KDCA","RONALD REAGAN WASHINGTON NATIONAL","USA","20-01-22","""2020-01-22T15:52:00.000Z""","KDCA 221552Z 08003KT 10SM FEW250 01/M09 A3053 RMK AO2 SLP338 T00111089 20-01-22",0,0,0,0,0,0,38.851444444444446,-77.03772222222221
"CYOD","COLD LAKE/GROUP CAPTAIN R.W. MCNAIR, AB","CAN","20-01-22","""2020-01-22T16:00:00.000Z""","CYOD 221600Z 09006KT 15SM OVC005 M05/M06 A2974 RMK SC8 SLP109 20-01-22",0,0,0,2.5,0,0,54.405,-110.27944444444444
"CYBW","CALGARY/SPRINGBANK, AB","CAN","20-01-22","""2020-01-22T16:00:00.000Z""","CYBW 221600Z AUTO 27008KT 9SM BKN180 M01/M09 A2969 RMK SLP103 20-01-22",0,0,0,0,0,0,51.105313888888894,-114.37148888888888
"CYYC","CALGARY INTL, AB","CAN","20-01-22","""2020-01-22T16:00:00.000Z""","CYYC 221600Z 23003KT 40SM FEW180 SCT210 M00/M09 A2968 RMK AC2CI2 SLP096 20-01-22",0,0,0,0,0,0,51.12261388888889,-114.01334722222222
"CYED","EDMONTON/NAMAO, AB (HELI)","CAN","20-01-22","""2020-01-22T16:32:00.000Z""","CYED 221632Z AUTO 34005KT 1 5/8SM -SN BKN010 OVC035 M05/M05 A2967 20-01-22",0,0,6.7,7.5,0,1,53.66916666666666,-113.47555555555556
"CYEG","EDMONTON INTL, AB","CAN","20-01-22","""2020-01-22T16:00:00.000Z""","CYEG 221600Z 32006KT 1 1/2SM R02/5500FT/N -SHSN VV009 M03/M04 A2964 RMK SN8 CVCTV CLD EMBD SLP075 20-01-22",0,0,10,10,0,0,53.30988333333333,-113.57949444444444
